uid;numQ;numA;numC
11406;1;1;102
11407;1;3;2
11409;1;2;9
11410;1;0;4
11411;1;1;1
11412;0;1;3
11413;11;5;24
11415;0;1;2
11416;10;0;11
11419;0;1;6
11422;3;2;4
11423;5;0;55
11425;1;0;1
11427;3;2;461
11428;1;1;3
11429;0;9;235
11430;1;0;111
11431;3;54;12
11432;1;4;1
11435;0;1;3
11437;4;8;55
11439;4;0;18
11441;1;0;5
11443;1;0;6
11449;0;4;1
11450;11;0;2
11451;5;1;37
11452;0;8;14
11456;0;1;2
11457;2;15;37
11461;0;3;1
11465;1;0;5
11466;0;116;35
11467;0;1;38
11468;2;2;3
11470;0;1;3
11472;0;3;7
11474;0;1;16
11476;1;0;33
11478;10;3;78
11479;18;2;16
11486;8;1;13
11488;1;2;14
11489;1;0;48
11492;2;0;20
11495;4;4;37
11496;4;1;139
11497;8;2;19
11499;1;0;2
11501;0;1;169
11503;1;0;167
11505;20;4;1
11506;3;16;1
11509;0;1;1
11510;4;1;26
11512;1;0;27
11514;1;0;1
11518;0;1;1
11519;7;1;5
11520;1;14;247
11525;3;4;28
11526;3;6;4
11532;0;2;1
11534;2;2;31
11536;1;1;19
11539;2;91;25
11540;1;0;25
11541;9;10;21
11542;9;0;3
11543;0;1;10
11544;0;1;46
11546;0;1;51
11547;1;0;5
11548;1;0;1
11552;0;12;1
11555;0;1;10
11556;2;0;8
11557;7;1;43
11560;1;1;10
11561;7;0;1
11567;2;2;192
11568;0;1;4
11572;0;1;2
11574;32;5;83
11577;1;0;29
11580;0;1;280
11581;4;1;9
11582;29;2;2
11587;1;1;4
11590;2;0;36
11591;2;1;20
11592;14;1;6
11593;2;1;10
11594;0;1;6
11600;1;0;67
11601;1;0;1
11607;0;1;11
11611;0;8;1
11613;3;0;1
11615;1;0;17
11617;0;14;1
11618;3;0;1
11621;2;2;5
11622;1;0;1
11623;5;0;3
11624;0;1;1
11625;2;10;86
11626;0;2;84
11627;0;1;32
11628;1;0;1
11629;5;7;71
11630;5;12;6
11631;2;2;1
11632;3;12;104
11634;4;0;4
11636;1;1;15
11638;2;10;265
11639;1;0;35
11640;0;1;34
11641;0;1;9
11642;3;0;57
11644;0;1;1
11645;2;2;1
11646;0;17;47
11648;0;1;75
11651;0;2;8
11652;4;0;2
11653;2;0;12
11656;1;19;21
11657;2;0;3
11660;2;7;18
11661;1;1;6
11662;7;2;29
11663;1;0;9
11664;1;0;21
11666;0;11;3
11667;2;2;38
11674;3;0;177
11681;0;1;12
11682;5;1;1
11683;1;0;49
11684;0;17;36
11686;0;3;17
11687;6;2;4
11690;2;2;233
11692;4;1;7
11697;6;3;4
11698;1;1;2
11701;6;36;52
11702;0;1;103
11703;4;7;15
11704;0;29;210
11705;0;1;210
11706;0;6;1
11716;1;3;34
11719;2;6;30
11724;0;1;11
11725;2;0;1
11727;1;0;36
11728;4;1;3
11729;0;56;30
11731;1;0;2
11734;0;1;731
11735;0;4;3
11737;1;2;38
11738;1;0;81
11741;9;5;93
11743;1;6;1
11744;0;2;3
11745;2;0;8
11747;0;1;249
11748;0;1;25
11753;0;6;23
11755;0;1;348
11756;5;5;6
11758;2;6;2
11759;0;1;5
11760;51;6;5
11765;0;9;19
11767;0;1;47
11768;8;4;11
11769;1;5;2
11772;0;10;2
11774;13;12;2
11775;13;266;2
11776;8;83;9
11777;2;0;343
11780;1;4;509
11781;1;5;2
11782;1;9;95
11783;0;1;139
11786;1;0;174
11788;13;6;5
11790;0;3;24
11793;0;13;21
11795;16;7;114
11797;3;0;2
11798;1;16;28
11800;0;10;6
11801;2;0;3
11805;1;0;4
11812;0;7;18
11816;7;3;35
11818;2;1;3
11819;2;0;2
11820;1;24;2
11822;0;1;2
11823;1;1;1
11824;1;0;17
11825;6;17;5
11827;5;4;19
11830;1;0;1
11831;1;0;2
11833;48;353;1
11835;2;0;14
11836;1;0;34
11837;2;0;3
11839;0;1;33
11840;0;8;2
11843;1;2;40
11844;0;1;203
11846;2;0;14
11847;1;1;16
11848;1;1;25
11850;0;6;4
11851;1;0;140
11852;1;1;218
11853;0;3;13
11858;51;88;257
11861;27;5;3
11862;0;1;1
11863;0;3;21
11865;0;3;1
11866;0;22;69
11870;1;0;3
11873;1;0;45
11875;12;7;209
11876;2;0;24
11877;1;8;9
11878;0;1;34
11879;1;1;1
11882;1;7;3
11883;0;3;30
11884;1;0;26
11885;0;2;3
11886;1;0;2
11887;4;0;1
11888;0;20;12
11889;5;19;3
11891;6;0;4
11892;0;1;39
11893;1;1;79
11894;2;7;5
11899;0;1;256
11900;0;1;4
11903;5;2;9
11905;4;72;8
11906;0;1;1
11909;2;5;1
11910;3;40;7
11915;1;0;13
11921;0;1;4
11924;31;54;4
11927;0;1;1
11931;4;10;14
11932;1;1;2
11934;6;65;11
11939;1;1;12
11940;4;0;20
11942;18;2;1
11944;1;1;1
11946;0;3;20
11948;2;1;89
11951;0;26;6
11955;1;0;112
11956;1;1;1
11958;10;5;7
11960;2;10;1
11962;0;22;91
11963;2;0;3
11964;0;4;1
11965;0;1;22
11974;3;1;417
11978;0;97;33
11980;2;2;5
11981;5;2;3
11982;0;1;5
11983;3;14;28
11985;0;1;242
11989;0;1;41
11990;0;1;46
11991;2;22;12
11994;0;5;130
11995;5;85;21
11998;0;1;8
11999;1;3;17
12000;6;7;4
12001;2;0;39
12004;2;0;9
12009;0;1;27
12014;0;4;23
12015;0;1;296
12018;2;5;13
12020;0;1;276
12021;2;4;3
12022;1;1;44
12023;4;2;8
12026;3;1;1
12029;2;0;26
12032;1;10;5
12033;10;3;5
12034;1;0;53
12036;1;1;5
12040;1;0;103
12041;0;1;44
12044;0;1;58
12045;1;417;20
12046;1;9;81
12047;0;4;419
12048;0;27;14
12050;1;0;12
12051;31;3;28
12055;0;1;16
12056;1;0;14
12058;0;1;29
12059;0;1;36
12060;13;1;2
12065;0;61;1
12066;1;3;11
12067;0;2;8
12068;0;1;14
12070;6;3;13
12072;5;5;5
12075;0;1;2
12080;20;8;8
12085;1;3;44
12086;2;0;1
12087;3;5;1
12091;1;12;15
12092;0;1;1
12093;2;0;42
12095;0;1;33
12097;17;0;3
12098;2;8;10
12101;12;1;73
12102;0;2;33
12104;50;21;127
12105;1;3;31
12106;4;5;106
12107;3;0;4
12108;0;1;5
12109;0;1;2
12110;0;1;3
12114;0;9;100
12115;1;0;4
12116;2;2;88
12117;1;3;4
12118;1;14;60
12120;2;3;5
12121;7;0;4
12122;3;3;5
12124;2;1;9
12126;16;0;4
12127;1;2;4
12128;0;447;8
12129;0;2;267
12130;1;0;5
12133;0;1;19
12136;2;1;152
12139;1;1;7
12140;6;9;24
12142;1;2;80
12144;1;0;28
12147;0;3;2
12151;1;0;83
12153;0;1;57
12155;5;0;26
12158;3;13;117
12161;0;2;1
12162;0;1;106
12163;0;1;22
12164;1;0;14
12165;1;17;539
12166;0;1;62
12169;1;2;34
12173;0;1;4
12175;0;1;2
12176;7;2;3
12179;7;0;12
12181;3;0;23
12182;1;0;70
12183;0;11;7
12187;0;4;58
12189;1;0;18
12190;1;0;34
12192;0;1;10
12194;0;2;1
12197;11;3;56
12198;26;5;4
12200;1;0;8
12203;4;1;2
12204;1;35;29
12206;1;1;8
12208;0;1;7
12209;0;1;2
12210;2;8;33
12213;2;0;2
12214;1;13;1
12215;0;2;3
12217;1;0;18
12218;15;11;1
12221;0;1;24
12223;0;5;455
12224;0;2;19
12225;0;1;2
12227;0;4;3
12228;3;11;1
12230;3;0;147
12232;0;3;149
12233;0;8;12
12234;10;427;14
12239;0;3;4
12242;0;3;1
12252;1;1;5
12254;1;0;6
12255;0;1;1
12256;0;1;1
12257;18;20;2
12261;0;1;8
12262;10;116;4
12263;1;0;4
12264;1;0;71
12265;0;3;4
12266;0;1;4
12268;2;3;219
12269;0;1;2
12272;1;2;27
12275;2;13;4
12277;0;1;15
12280;0;1;22
12282;7;1;20
12285;1;0;4
12286;0;1;16
12287;0;1;12
12289;4;1;172
12291;5;0;35
12292;34;8;120
12294;0;1;2
12295;5;6;17
12296;4;27;9
12301;0;1;45
12302;1;0;1
12303;35;16;2
12305;1;3;89
12307;1;0;5
12308;2;1;1
12309;2;0;32
12310;2;1;7
12312;3;1;7
12317;1;0;1
12319;12;0;1
12320;0;10;88
12321;3;2;235
12322;0;1;6
12325;7;3;24
12330;0;1;18
12332;0;11;4
12335;1;0;2
12339;3;5;1
12341;2;0;33
12342;1;17;9
12343;1;0;6
12347;0;2;189
12348;1;0;163
12350;2;0;3
12353;0;1;68
12357;0;1;8
12358;0;32;33
12359;1;43;137
12360;0;5;1
12362;5;44;139
12363;6;1;32
12364;0;1;129
12365;2;2;11
12370;0;1;26
12371;0;52;6
12372;1;0;3
12373;10;12;19
12374;0;1;5
12375;0;1;11
12378;3;1;1
12381;0;1;14
12385;8;53;75
12386;0;2;6
12388;5;4;1
12389;2;34;58
12391;0;1;4
12392;0;2;83
12393;0;1;17
12394;0;1;1
12395;1;0;18
12397;1;9;3
12398;0;10;4
12399;9;0;52
12402;6;3;2
12407;1;0;5
12416;0;1;10
12418;1;2;13
12422;5;0;2
12426;0;33;4
12427;0;1;3
12428;13;32;55
12429;1;1;5
12430;0;3;2
12431;1;0;3
12433;0;2;39
12436;1;1;2
12437;1;0;71
12439;0;1;9
12440;0;1;8
12445;6;4;5
12447;0;1;52
12448;2;0;1
12451;0;1;127
12454;0;1;4
12455;2;0;1
12456;4;4;41
12459;1;0;4
12462;0;1;2
12463;0;4;102
12464;0;1;26
12466;0;9;9
12467;0;15;24
12468;0;1;2
12469;3;2;69
12470;0;1;1
12471;0;1;1
12473;0;6;8
12475;3;1;6
12476;1;0;79
12479;1;0;164
12481;1;0;1
12487;1;0;1
12488;0;1;25
12489;1;5;5
12490;1;12;61
12492;5;0;4
12497;3;8;3
12498;0;1;50
12500;0;1;29
12502;0;1;50
12503;7;1;4
12506;7;0;6
12508;0;2;28
12511;1;2;52
12513;1;21;5
12516;6;0;2
12518;3;0;53
12519;0;3;289
12520;1;0;1
12521;1;40;1
12523;0;16;5
12524;0;1;15
12525;9;11;6
12526;0;5;66
12527;4;3;2
12528;4;1;74
12529;1;1;1
12534;1;0;43
12535;0;1;308
12536;0;1;2
12543;3;0;40
12544;1;0;85
12549;4;3;23
12553;1;11;1
12556;6;10;16
12557;1;1;59
12561;1;5;50
12562;0;21;42
12567;4;0;6
12568;0;1;39
12569;0;1;1
12571;1;1;5
12576;0;1;8
12580;3;1;7
12582;4;7;1
12587;1;2;10
12588;0;1;1
12590;3;5;5
12591;1;2;161
12594;1;1;4
12595;6;22;17
12598;1;1;2
12600;1;2;24
12601;0;1;35
12602;1;0;1
12608;4;15;21
12609;1;4;86
12610;0;1;28
12614;0;1;29
12615;0;2;3
12617;1;1;14
12618;0;70;53
12620;0;1;1
12624;2;0;1
12625;1;0;2
12627;5;1;9
12630;1;3;4
12631;2;1;51
12632;0;16;29
12634;5;0;6
12636;2;24;64
12637;4;0;10
12639;9;1;1
12641;1;7;2
12643;1;0;4
12644;1;30;2
12645;1;0;24
12649;1;16;7
12650;1;0;3
12651;1;0;1
12652;0;1;3
12653;1;0;556
12655;8;1;6
12656;6;22;30
12657;0;6;4
12660;25;305;124
12661;0;9;42
12662;4;0;1
12663;1;2;11
12664;1;0;2
12666;1;0;9
12667;1;1;75
12668;0;2;33
12669;7;4;1
12670;47;9;1
12671;1;0;106
12673;0;1;31
12674;1;2;20
12678;10;0;1
12691;0;2;1
12692;0;1;3
12694;1;11;19
12696;1;4;2
12697;1;0;6
12698;0;1;2
12702;1;0;2
12704;1;0;18
12707;24;9;7
12708;1;0;5
12711;0;4;340
12712;0;88;7
12713;3;26;70
12714;12;2;21
12715;2;2;25
12717;0;5;27
12720;4;118;1
12723;0;2;66
12725;3;2;690
12726;1;0;31
12734;34;168;18
12735;9;4;13
12741;1;0;3
12742;0;1;15
12744;0;27;1
12745;0;1;1
12746;1;0;10
12747;0;3;370
12748;3;102;68
12749;1;0;1
12750;0;1;11
12751;5;1;2
12754;3;1;1
12755;0;1;1
12756;1;2;1
12757;2;1;15
12759;0;2;14
12760;0;5;170
12761;1;52;1
12762;0;3;51
12763;1;0;1
12770;5;2;19
12773;0;1;1
12774;5;3;1
12775;12;4;20
12779;0;1;27
12780;3;64;43
12782;1;0;20
12783;2;38;2
12784;12;0;113
12786;4;6;1
12788;0;2;1
12790;0;1;55
12793;2;3;1
12796;1;1;6
12799;4;0;1
12800;1;0;1
12803;27;59;1
12804;0;4;118
12805;3;3;29
12806;13;12;13
12808;4;3;81
12810;0;3;168
12815;0;8;67
12817;0;1;18
12818;1;0;226
12819;0;1;13
12820;3;4;38
12823;0;2;3
12824;0;1;1
12825;0;5;4
12828;2;1;6
12829;0;3;5
12830;19;0;23
12833;3;4;5
12835;1;3;6
12837;15;6;61
12838;1;0;1
12842;1;1;4
12843;0;1;6
12844;3;0;1
12848;0;7;3
12853;2;59;63
12854;11;13;8
12855;0;19;123
12856;0;2;6
12859;1;8;2
12860;2;1;12
12865;1;0;12
12867;0;1;6
12871;0;1;42
12873;30;0;1
12874;2;1;53
12875;11;78;16
12877;0;4;68
12878;0;2;5
12881;0;1;44
12882;2;1;60
12885;0;1;3
12886;0;1;13
12887;0;1;77
12892;1;0;4
12893;0;3;2
12900;0;1;11
12902;0;3;17
12903;0;1;1
12906;0;2;76
12908;1;1;11
12909;2;0;4
12911;10;1;76
12912;0;1;43
12919;12;24;10
12922;1;1;4
12924;1;1;157
12926;0;6;44
12927;9;4;13
12928;2;2;20
12930;1;4;150
12932;0;2;95
12933;0;2;212
12935;0;2;91
12937;18;98;2
12939;8;2;279
12943;3;0;1
12946;0;2;1
12949;1;2;35
12953;4;0;5
12954;0;1;13
12956;2;0;7
12957;0;1;15
12960;0;2;3
12962;0;1;11
12963;4;10;6
12965;0;1;1
12966;0;1;5
12968;0;3;3
12969;0;4;2
12970;0;31;121
12971;2;8;4
12972;11;1;88
12973;7;4;11
12974;0;1;153
12975;9;18;33
12976;8;0;4
12977;6;2;57
12978;0;2;26
12979;0;10;2
12981;0;1;3
12983;1;0;8
12984;1;0;5
12987;1;33;115
12988;19;10;92
12989;2;0;1
12994;0;1;16
12995;0;2;5
12996;1;7;14
12998;33;45;89
12999;6;0;1
13000;0;6;46
13002;2;1;50
13003;12;0;6
13009;0;1;1
13010;1;4;45
13012;2;17;45
13014;3;35;1
13015;8;0;2
13018;1;0;2
13020;0;1;32
13021;17;74;4
13022;0;4;23
13027;1;0;1
13029;1;0;1
13030;6;9;6
13032;13;26;67
13036;1;0;81
13041;0;7;71
13042;6;0;28
13044;1;0;1
13048;0;1;2
13049;1;0;15
13050;0;3;28
13054;57;73;32
13056;4;144;15
13057;0;2;2
13058;45;100;10
13062;0;11;20
13063;4;10;1
13064;0;1;23
13065;0;1;3
13067;4;0;26
13068;0;1;22
13070;1;0;1
13072;0;1;17
13076;10;15;15
13079;1;1;2
13080;0;26;6
13081;0;1;28
13087;24;2;4
13090;7;3;1
13091;0;7;55
13093;1;0;50
13097;4;0;95
13098;1;50;656
13102;8;22;12
13103;0;1;117
13104;1;131;217
13105;3;1;3
13107;0;1;52
13113;1;1;12
13114;3;2;136
13115;0;1;23
13116;4;62;172
13118;0;5;5
13119;0;2;40
13122;0;1;2
13127;1;0;290
13129;14;14;110
13130;0;2;35
13131;1;3;8
13132;2;0;1
13133;0;1;1
13140;20;11;4
13145;1;0;40
13146;1;1;58
13147;25;6;8
13148;5;3;3
13151;1;0;2
13153;0;2;14
13155;0;2;55
13156;4;0;5
13157;1;21;1
13158;2;18;49
13164;1;0;28
13165;2;0;100
13167;0;1;1
13169;0;38;54
13171;5;0;2
13172;7;4;8
13174;0;1;1
13176;2;21;2
13179;2;1;99
13183;2;1;52
13184;1;4;108
13185;2;0;1
13186;2;0;30
13187;8;480;7
13188;0;28;109
13191;1;2;2
13192;0;48;34
13193;0;1;129
13195;0;1;116
13196;1;8;280
13198;71;5;4
13199;47;5;2
13202;3;3;32
13203;0;1;5
13205;2;2;12
13207;0;9;20
13210;8;8;1
13211;1;24;11
13214;0;4;8
13218;0;5;4
13219;1;0;8
13222;2;16;12
13223;1;3;67
13224;20;17;75
13229;4;10;1
13233;2;0;91
13234;1;0;22
13235;0;5;1
13236;0;1;12
13239;7;67;2
13244;6;10;3
13250;0;2;3
13251;1;0;77
13252;3;1;3
13253;2;3;282
13255;1;0;19
13256;1;2;51
13259;2;1;36
13260;0;2;17
13262;7;7;3
13266;13;17;69
13267;0;1;88
13269;1;5;5
13271;0;5;2
13272;0;1;6
13275;2;0;10
13278;0;36;3
13279;1;12;24
13280;1;0;11
13281;1;1;2
13282;4;0;6
13284;11;31;8
13285;0;5;288
13288;1;0;16
13292;1;6;23
13293;1;15;196
13294;0;1;14
13295;1;2;1
13297;0;2;2
13299;0;1;386
13300;0;2;3
13302;0;2;3
13307;2;6;4
13309;0;5;6
13310;0;2;3
13311;0;45;12
13313;2;4;12
13314;0;1;4
13319;0;2;12
13321;1;1;1
13322;2;31;12
13328;1;0;5
13332;1;0;22
13334;1;0;13
13335;7;7;110
13340;2;30;1
13342;2;12;17
13344;12;7;32
13346;1;1;60
13347;0;1;66
13348;0;1;3
13351;0;2;4
13355;5;0;6
13356;0;7;37
13358;0;5;1
13363;13;14;13
13364;0;2;5
13370;0;1;3
13371;1;143;146
13372;0;1;147
13373;0;15;3
13379;2;3;3
13380;21;4;20
13382;0;1;3
13383;0;2;40
13385;0;2;1
13386;1;0;45
13387;2;22;9
13388;10;0;24
13389;0;1;19
13391;0;15;3
13394;2;0;1
13395;8;1;49
13398;2;0;7
13399;2;0;1
13400;7;12;1
13403;0;1;36
13405;1;0;33
13410;0;1;226
13411;0;6;2
13412;0;2;5
13413;7;11;3
13417;6;110;1
13418;0;1;735
13421;0;1;37
13426;2;0;24
13431;1;14;18
13432;3;9;6
13433;0;1;6
13436;3;1;57
13438;1;0;24
13442;0;1;107
13443;1;0;1
13444;0;4;18
13445;1;0;2
13446;0;1;6
13447;5;0;4
13449;3;0;21
13451;0;1;9
13453;0;5;213
13456;1;1;9
13457;0;6;15
13458;1;2;51
13459;0;16;1
13460;1;2;4
13467;0;1;6
13468;0;9;120
13469;1;4;38
13470;0;1;3
13472;0;1;113
13473;0;3;22
13476;13;5;105
13478;0;2;7
13479;3;2;130
13480;0;67;12
13481;0;13;6
13483;2;0;24
13485;2;5;2
13490;0;2;80
13491;0;1;37
13492;2;2;5
13497;2;0;3
13498;1;2;22
13499;1;0;23
13503;3;4;3
13507;8;0;400
13509;0;1;6
13510;0;1;2
13512;1;0;12
13513;0;6;1
13514;0;32;176
13516;1;2;40
13521;0;1;64
13522;4;1;3
13523;2;0;1
13524;1;7;1
13525;0;3;98
13527;1;0;17
13530;2;6;1
13533;0;1;30
13536;1;22;4
13537;1;0;14
13538;26;12;176
13542;0;2;134
13546;0;1;8
13547;0;2;3
13549;0;2;70
13550;3;0;4
13555;3;3;4
13556;1;0;42
13557;3;0;2
13561;0;20;11
13562;1;0;4
13563;1;0;1
13566;2;0;15
13567;1;4;594
13568;0;2;10
13570;1;22;11
13571;1;0;226
13572;1;0;1
13574;7;23;16
13577;1;0;33
13578;0;1;29
13580;3;0;6
13581;42;0;8
13583;0;1;4
13584;8;3;13
13585;0;33;6
13587;2;5;10
13590;0;2;515
13591;16;2;13
13592;1;2;3
13593;6;1;38
13595;0;6;17
13602;1;0;27
13604;1;5;4
13607;0;4;22
13609;2;4;42
13610;0;1;107
13611;2;5;9
13613;2;3;78
13614;1;38;8
13615;2;68;68
13617;1;0;13
13618;2;0;3
13620;1;2;83
13621;13;142;51
13622;1;1;19
13624;3;2;10
13628;1;0;13
13629;2;30;29
13630;0;1;9
13631;1;0;4
13632;6;11;46
13635;0;25;19
13638;0;1;202
13642;1;0;8
13643;10;6;79
13648;1;4;45
13653;0;2;69
13654;0;1;7
13658;0;1;78
13659;1;0;10
13661;0;1;871
13663;1;0;9
13666;1;18;39
13669;0;2;19
13670;1;0;15
13672;0;6;1
13674;7;57;14
13677;0;2;3
13679;1;6;240
13681;4;42;14
13683;0;1;96
13684;9;25;32
13685;2;0;111
13686;0;1;4
13688;0;7;1
13689;2;37;12
13693;5;0;27
13695;6;6;28
13701;0;1;6
13704;3;0;65
13705;11;111;13
13706;0;1;29
13710;1;0;80
13713;1;0;1
13716;3;0;88
13717;1;0;14
13720;0;1;36
13722;6;0;3
13724;1;2;16
13725;1;2;151
13727;0;1;10
13728;0;1;1
13731;8;859;1
13733;4;2;47
13734;2;5;17
13741;0;7;4
13742;1;0;97
13745;3;1;10
13747;17;8;4
13748;0;1;2
13749;0;3;2
13750;0;4;9
13751;1;0;17
13755;1;0;38
13756;0;2;8
13757;4;1;2
13760;2;1;12
13761;0;2;3
13767;0;1;57
13768;4;8;30
13769;0;1;2
13773;1;1;32
13774;1;0;7
13775;1;0;20
13777;1;3;9
13779;0;10;2
13780;34;244;3
13781;0;1;7
13784;0;1;8
13785;0;1;23
13787;4;1;41
13788;2;2;8
13791;1;0;90
13792;1;1;32
13794;0;6;2
13796;6;4;13
13799;2;2;2
13800;24;6;68
13801;12;16;67
13804;0;4;4
13807;0;1;84
13808;1;1;18
13809;0;1;4
13815;4;2;3
13816;0;1;34
13819;1;2;6
13822;8;3;2
13823;1;0;4
13824;1;0;9
13825;50;32;58
13827;1;0;11
13828;1;3;9
13829;5;2;23
13832;0;6;3
13834;1;0;24
13835;1;0;49
13836;6;0;89
13837;6;6;4
13838;0;1;31
13839;1;2;1
13840;2;5;29
13845;0;1;11
13847;3;1;50
13850;1;1;2
13851;0;1;10
13852;0;2;7
13853;0;3;7
13854;0;1;22
13855;0;3;7
13857;1;9;11
13859;2;1;2
13860;0;1;26
13861;10;7;102
13863;1;8;13
13865;0;40;852
13868;4;297;52
13869;1;0;3
13871;2;2;64
13872;3;4;5
13878;16;3;14
13879;2;4;165
13880;0;1;12
13881;0;1;10
13882;2;14;216
13886;0;4;9
13887;4;0;308
13892;0;2;15
13894;0;5;18
13895;5;3;1
13896;5;2;11
13899;2;481;4
13900;1;0;54
13901;0;5;8
13906;1;0;30
13907;1;0;40
13909;1;0;1
13911;17;0;1
13912;0;3;10
13913;10;29;1
13914;4;7;4
13915;2;8;2
13916;0;1;1
13917;5;2;22
13919;1;0;4
13920;0;1;7
13924;2;2;9
13927;0;6;121
13929;0;1;27
13930;2;0;109
13932;1;0;2
13934;0;4;30
13942;1;1;3
13943;3;11;79
13945;0;2;5
13946;6;79;60
13947;8;6;31
13948;5;1;2
13949;0;3;100
13951;0;2;5
13955;5;3;1
13956;1;1;1
13957;5;5;73
13958;0;1;1
13960;75;15;4
13962;0;1;53
13966;3;135;2
13969;1;0;102
13970;0;22;30
13972;5;7;22
13973;1;0;6
13981;0;1;15
13992;5;2;20
13993;1;0;1
13997;0;1;2
13998;0;22;1
14005;0;1;11
14007;0;1;1
14008;2;8;23
14014;0;1;91
14016;1;2;24
14018;5;174;85
14019;0;1;11
14023;1;2;130
14025;0;5;5
14026;0;2;16
14028;0;1;53
14029;15;2;2
14031;0;1;6
14032;0;3;80
14034;0;1;2
14035;1;18;250
14041;2;5;8
14042;0;1;10
14044;3;0;18
14045;8;4;1
14046;2;1;5
14047;1;0;34
14056;0;1;8
14058;1;0;10
14060;0;1;11
14062;1;1;1
14063;22;4;1
14064;1;0;2
14065;1;0;75
14066;2;1;46
14069;8;18;83
14070;3;0;1
14071;0;9;234
14073;2;0;17
14075;0;1;134
14076;0;1;27
14079;2;1;35
14080;17;32;99
14081;1;0;1
14082;1;0;16
14083;3;2;1
14084;0;2;1
14085;1;4;364
14089;2;0;4
14093;6;3;6
14095;1;0;4
14096;1;1;12
14098;8;0;4
14102;7;25;29
14103;4;3;1
14105;1;0;2
14106;1;0;16
14107;6;0;2
14108;2;0;14
14110;2;8;11
14112;6;0;58
14113;1;1;1
14115;22;58;1
14122;1;0;9
14126;0;1;18
14127;0;1;1
14132;2;1;17
14133;0;3;25
14134;0;1;70
14135;8;8;25
14136;1;1;27
14137;1;1;1
14140;1;3;230
14142;4;0;39
14143;2;1;45
14144;0;1;3
14147;6;72;1
14150;2;0;3
14151;0;3;24
14153;0;2;13
14157;1;0;5
14160;0;24;7
14162;7;10;40
14164;4;8;11
14167;1;8;53
14168;1;1;1
14170;36;47;12
14172;1;4;1
14173;2;0;290
14174;0;2;1
14175;1;5;32
14178;4;13;24
14179;0;397;11
14183;1;4;1
14186;5;13;73
14187;0;3;9
14188;2;0;40
14191;0;11;71
14192;7;3;35
14193;2;1;8
14194;0;1;49
14196;1;0;9
14198;1;4;4
14199;0;1;47
14204;0;2;7
14205;1;1;7
14206;0;259;256
14207;0;1;108
14208;8;32;11
14209;17;3;97
14210;20;1;24
14211;0;1;1
14212;0;1;12
14215;4;69;58
14217;6;0;85
14226;0;5;31
14227;1;0;1
14228;16;1;25
14231;1;0;22
14232;1;5;26
14236;0;1;1
14237;0;9;4
14238;0;1;32
14239;0;1;407
14240;0;1;61
14243;1;0;19
14245;0;1;11
14246;0;13;86
14247;0;1;62
14249;0;6;20
14250;1;1;5
14251;0;5;39
14252;4;9;10
14253;2;1;1
14254;1;0;2
14256;2;6;34
14258;0;51;142
14259;3;0;18
14260;1;0;22
14263;0;2;12
14264;1;0;7
14266;1;2;9
14267;1;0;2
14269;0;7;9
14274;0;15;3
14275;5;7;40
14276;2;7;2
14279;0;1;91
14281;20;0;51
14282;1;0;1
14283;7;4;47
14284;1;0;221
14290;4;50;23
14291;1;2;7
14293;0;1;100
14294;0;3;2
14295;0;10;165
14296;6;7;20
14298;1;0;13
14300;2;1;203
14301;1;1;20
14302;6;2;123
14305;1;3;245
14306;0;4;23
14308;6;5;2
14312;1;0;71
14314;3;4;2
14315;0;16;106
14316;0;1;80
14317;0;17;6
14318;3;3;8
14321;26;3;9
14322;1;0;1
14323;1;0;3
14325;0;233;29
14327;0;25;3
14329;2;5;1
14331;1;2;24
14332;6;3;12
14333;1;0;12
14334;1;14;54
14335;2;2;2
14344;1;0;1
14346;0;4;25
14351;1;0;8
14353;19;2;3
14355;1;12;1
14358;1;0;2
14364;1;59;84
14365;3;0;9
14366;4;1;7
14368;0;1;8
14369;0;5;6
14370;3;1;143
14372;8;9;94
14373;3;0;19
14374;2;10;50
14380;0;1;2
14389;0;1;35
14390;1;10;229
14393;2;0;1
14396;10;66;5
14397;4;7;146
14398;0;1;1
14400;3;0;1
14401;1;0;12
14402;9;0;42
14403;0;1;91
14404;0;1;27
14405;1;1;17
14411;5;2;6
14412;0;2;2
14413;2;16;54
14418;20;56;24
14422;1;0;1
14424;9;27;59
14425;58;40;127
14427;1;0;11
14429;0;1;22
14430;1;1;11
14432;0;3;27
14438;0;3;3
14442;0;2;10
14444;4;0;3
14445;2;2;17
14446;6;0;3
14447;0;2;2
14449;0;9;1
14452;5;3;90
14465;0;1;1
14466;10;10;7
14472;0;1;240
14478;1;0;5
14483;0;1;41
14484;5;2;18
14485;19;63;24
14486;1;1;4
14487;2;0;2
14488;0;3;28
14490;2;3;135
14494;1;5;60
14495;1;0;1
14496;0;1;42
14497;1;0;6
14498;1;0;15
14503;2;0;15
14505;0;1;1
14507;2;1;24
14508;1;0;1
14509;0;2;10
14510;0;5;1
14511;0;1;109
14513;0;1;89
14514;0;1;57
14516;7;0;47
14519;1;2;215
14521;1;1;31
14522;0;113;115
14523;1;0;8
14524;8;0;9
14525;0;3;10
14528;5;1;349
14529;0;1;55
14531;1;0;1
14532;4;0;74
14533;23;0;1
14537;4;0;14
14538;0;1;1
14539;1;0;30
14540;0;8;3
14544;4;13;1
14551;1;7;46
14554;1;3;1
14555;2;12;13
14556;6;25;5
14558;2;0;35
14560;0;4;2
14563;10;18;18
14565;0;2;10
